money,coffee_name
30.86,Americano with Milk
35.76,Cocoa
35.76,Cappuccino
35.76,Cappuccino
35.76,Latte
35.76,Latte
35.76,Cappuccino
30.86,Americano with Milk
30.86,Americano with Milk
25.96,Americano
30.86,Americano with Milk
30.86,Americano with Milk
25.96,Cortado
25.96,Cortado
35.76,Cappuccino
35.76,Cappuccino
35.76,Latte
35.76,Cappuccino
30.86,Americano with Milk
30.86,Americano with Milk
30.86,Americano with Milk
35.76,Cappuccino
35.76,Cappuccino
35.76,Latte
35.76,Latte
30.86,Americano with Milk
35.76,Latte
35.76,Latte
35.76,Cappuccino
30.86,Americano with Milk
21.06,Espresso
30.86,Americano with Milk
25.96,Americano
35.76,Cappuccino
30.86,Americano with Milk
35.76,Cappuccino
35.76,Cappuccino
25.96,Americano
25.96,Americano
35.76,Latte
35.76,Latte
35.76,Latte
25.96,Americano
35.76,Cocoa
30.86,Americano with Milk
30.86,Americano with Milk
30.86,Americano with Milk
35.76,Hot Chocolate
35.76,Latte
35.76,Hot Chocolate
30.86,Americano with Milk
25.96,Americano
35.76,Cocoa
30.86,Americano with Milk
25.96,Americano
30.86,Americano with Milk
25.96,Cortado
25.96,Americano
30.86,Americano with Milk
25.96,Americano
30.86,Americano with Milk
35.76,Cocoa
35.76,Cocoa
35.76,Cocoa
25.96,Cortado
30.86,Americano with Milk
30.86,Americano with Milk
25.96,Americano
25.96,Americano
25.96,Americano
30.86,Americano with Milk
25.96,Americano
25.96,Americano
21.06,Espresso
21.06,Espresso
35.76,Cappuccino
35.76,Cappuccino
35.76,Hot Chocolate
35.76,Latte
35.76,Latte
35.76,Cocoa
35.76,Hot Chocolate
35.76,Cappuccino
35.76,Cappuccino
35.76,Cocoa
30.86,Americano with Milk
35.76,Cappuccino
35.76,Hot Chocolate
35.76,Cocoa
30.86,Americano with Milk
25.96,Americano
30.86,Americano with Milk
35.76,Cappuccino
35.76,Cocoa
35.76,Cocoa
35.76,Cocoa
35.76,Cappuccino
21.06,Espresso
35.76,Cocoa
35.76,Cocoa
35.76,Latte
30.86,Americano with Milk
30.86,Americano with Milk
25.96,Americano
35.76,Cocoa
30.86,Americano with Milk
25.96,Americano
25.96,Cortado
35.76,Latte
35.76,Hot Chocolate
35.76,Latte
35.76,Cocoa
35.76,Cocoa
25.96,Cortado
35.76,Cocoa
35.76,Cocoa
25.96,Cortado
25.96,Americano
30.86,Americano with Milk
25.96,Cortado
25.96,Americano
25.96,Americano
25.96,Americano
25.96,Americano
25.96,Americano
35.76,Cocoa
30.86,Americano with Milk
25.96,Americano
35.76,Latte
35.76,Cocoa
35.76,Latte
35.76,Hot Chocolate
35.76,Cocoa
25.96,Cortado
25.96,Americano
25.96,Americano
25.96,Americano
30.86,Americano with Milk
25.96,Americano
35.76,Cocoa
30.86,Americano with Milk
25.96,Americano
35.76,Latte
25.96,Americano
35.76,Cocoa
35.76,Cocoa
35.76,Cappuccino
30.86,Americano with Milk
35.76,Latte
35.76,Hot Chocolate
35.76,Cocoa
25.96,Americano
30.86,Americano with Milk
35.76,Latte
35.76,Latte
25.96,Americano
25.96,Americano
30.86,Americano with Milk
35.76,Cocoa
35.76,Hot Chocolate
30.86,Americano with Milk
21.06,Espresso
35.76,Latte
30.86,Americano with Milk
30.86,Americano with Milk
25.96,Americano
30.86,Americano with Milk
35.76,Latte
35.76,Cocoa
35.76,Cappuccino
25.96,Americano
35.76,Cocoa
30.86,Americano with Milk
25.96,Americano
25.96,Americano
25.96,Americano
35.76,Hot Chocolate
35.76,Hot Chocolate
35.76,Latte
35.76,Hot Chocolate
25.96,Americano
25.96,Americano
35.76,Cappuccino
25.96,Americano
35.76,Latte
35.76,Cocoa
35.76,Cappuccino
30.86,Americano with Milk
25.96,Americano
21.06,Espresso
35.76,Cocoa
30.86,Americano with Milk
30.86,Americano with Milk
25.96,Americano
25.96,Americano
30.86,Americano with Milk
30.86,Americano with Milk
35.76,Latte
35.76,Cappuccino
35.76,Latte
25.96,Americano
35.76,Hot Chocolate
25.96,Americano
21.06,Espresso
30.86,Americano with Milk
35.76,Cappuccino
35.76,Cappuccino
35.76,Latte
35.76,Hot Chocolate
35.76,Cappuccino
25.96,Americano
35.76,Cocoa
21.06,Espresso
30.86,Americano with Milk
25.96,Americano
35.76,Cappuccino
35.76,Cappuccino
25.96,Americano
30.86,Americano with Milk
30.86,Americano with Milk
35.76,Cappuccino
25.96,Americano
35.76,Hot Chocolate
35.76,Hot Chocolate
25.96,Americano
25.96,Americano
30.86,Americano with Milk
35.76,Hot Chocolate
25.96,Americano
35.76,Hot Chocolate
35.76,Latte
35.76,Hot Chocolate
30.86,Americano with Milk
30.86,Americano with Milk
35.76,Cappuccino
25.96,Americano
25.96,Americano
30.86,Americano with Milk
35.76,Hot Chocolate
30.86,Americano with Milk
25.96,Americano
30.86,Americano with Milk
21.06,Espresso
35.76,Cappuccino
35.76,Latte
30.86,Americano with Milk
35.76,Latte
21.06,Espresso
25.96,Americano
30.86,Americano with Milk
25.96,Americano
25.96,Americano
25.96,Americano
35.76,Latte
25.96,Americano
25.96,Americano
25.96,Americano
25.96,Americano
30.86,Americano with Milk
30.86,Americano with Milk
35.76,Cocoa
25.96,Americano
30.86,Americano with Milk
35.76,Hot Chocolate
30.86,Americano with Milk
21.06,Espresso
35.76,Cocoa
35.76,Cocoa
35.76,Cocoa
35.76,Cocoa
35.76,Hot Chocolate
30.86,Americano with Milk
35.76,Cappuccino
25.96,Americano
25.96,Americano
35.76,Cappuccino
25.96,Americano
35.76,Hot Chocolate
30.86,Americano with Milk
25.96,Americano
35.76,Cocoa
25.96,Americano
35.76,Cappuccino
25.96,Americano
35.76,Cappuccino
30.86,Americano with Milk
35.76,Cappuccino
35.76,Latte
35.76,Cocoa
35.76,Hot Chocolate
35.76,Latte
35.76,Cocoa
35.76,Cappuccino
25.96,Americano
35.76,Cappuccino
25.96,Americano
25.96,Americano
25.96,Americano
30.86,Americano with Milk
35.76,Latte
25.96,Americano
25.96,Americano
21.06,Espresso
35.76,Cappuccino
35.76,Cappuccino
35.76,Hot Chocolate
25.96,Americano
25.96,Americano
35.76,Hot Chocolate
35.76,Cocoa
35.76,Latte
25.96,Americano
35.76,Latte
35.76,Cappuccino
21.06,Espresso
25.96,Americano
30.86,Americano with Milk
25.96,Americano
25.96,Americano
25.96,Americano
25.96,Americano
25.96,Americano
25.96,Americano
35.76,Cappuccino
25.96,Americano
25.96,Americano
25.96,Americano
35.76,Cocoa
35.76,Latte
35.76,Hot Chocolate
35.76,Latte
35.76,Cocoa
35.76,Cocoa
35.76,Cappuccino
35.76,Hot Chocolate
25.96,Americano
25.96,Americano
21.06,Espresso
30.86,Americano with Milk
30.86,Americano with Milk
30.86,Americano with Milk
30.86,Americano with Milk
35.76,Cappuccino
35.76,Cocoa
25.96,Americano
30.86,Americano with Milk
35.76,Latte
25.96,Americano
30.86,Americano with Milk
30.86,Americano with Milk
35.76,Cocoa
35.76,Latte
35.76,Cocoa
30.86,Americano with Milk
35.76,Cocoa
35.76,Cappuccino
35.76,Latte
25.96,Americano
25.96,Americano
30.86,Americano with Milk
30.86,Americano with Milk
35.76,Latte
30.86,Americano with Milk
35.76,Hot Chocolate
35.76,Latte
35.76,Cocoa
35.76,Cocoa
30.86,Americano with Milk
25.96,Americano
30.86,Americano with Milk
21.06,Espresso
25.96,Americano
25.96,Americano
35.76,Cappuccino
35.76,Cappuccino
25.96,Americano
25.96,Americano
35.76,Cocoa
35.76,Cappuccino
25.96,Americano
30.86,Americano with Milk
30.86,Americano with Milk
35.76,Hot Chocolate
35.76,Cocoa
35.76,Latte
25.96,Americano
25.96,Americano
25.96,Cortado
35.76,Hot Chocolate
25.96,Americano
25.96,Americano
35.76,Latte
35.76,Hot Chocolate
35.76,Latte
30.86,Americano with Milk
35.76,Latte
35.76,Cappuccino
35.76,Cappuccino
35.76,Cappuccino
21.06,Espresso
35.76,Cocoa
35.76,Cocoa
30.86,Americano with Milk
25.96,Americano
35.76,Latte
25.96,Americano
25.96,Americano
25.96,Americano
25.96,Americano
35.76,Latte
35.76,Latte
35.76,Cappuccino
35.76,Cocoa
35.76,Cocoa
35.76,Latte
35.76,Cappuccino
30.86,Americano with Milk
30.86,Americano with Milk
35.76,Cappuccino
21.06,Espresso
30.86,Americano with Milk
25.96,Americano
25.96,Americano
25.96,Americano
35.76,Latte
25.96,Americano
35.76,Cocoa
25.96,Americano
35.76,Latte
30.86,Americano with Milk
25.96,Americano
25.96,Americano
35.76,Latte
35.76,Cappuccino
25.96,Americano
25.96,Americano
35.76,Latte
25.96,Americano
30.86,Americano with Milk
35.76,Cappuccino
25.96,Americano
35.76,Cocoa
35.76,Latte
30.86,Americano with Milk
30.86,Americano with Milk
25.96,Americano
25.96,Americano
35.76,Cappuccino
35.76,Cocoa
35.76,Latte
35.76,Hot Chocolate
35.76,Hot Chocolate
35.76,Cappuccino
35.76,Latte
25.96,Americano
35.76,Cocoa
35.76,Latte
35.76,Latte
35.76,Cappuccino
35.76,Cappuccino
25.96,Americano
30.86,Americano with Milk
25.96,Americano
35.76,Hot Chocolate
25.96,Americano
35.76,Hot Chocolate
35.76,Hot Chocolate
30.86,Americano with Milk
35.76,Latte
35.76,Cappuccino
25.96,Americano
30.86,Americano with Milk
25.96,Americano
25.96,Americano
25.96,Americano
30.86,Americano with Milk
25.96,Americano
25.96,Americano
25.96,Americano
25.96,Americano
35.76,Cocoa
25.96,Americano
35.76,Cocoa
35.76,Latte
35.76,Latte
30.86,Americano with Milk
25.96,Americano
25.96,Americano
25.96,Americano
35.76,Cappuccino
30.86,Americano with Milk
35.76,Cappuccino
35.76,Cocoa
25.96,Americano
25.96,Americano
25.96,Americano
35.76,Latte
35.76,Latte
35.76,Hot Chocolate
30.86,Americano with Milk
21.06,Espresso
35.76,Latte
35.76,Cappuccino
35.76,Cocoa
35.76,Hot Chocolate
21.06,Espresso
30.86,Americano with Milk
25.96,Americano
25.96,Americano
25.96,Americano
35.76,Cappuccino
35.76,Latte
30.86,Americano with Milk
35.76,Cocoa
35.76,Cappuccino
30.86,Americano with Milk
35.76,Cappuccino
25.96,Americano
25.96,Americano
25.96,Americano
35.76,Hot Chocolate
30.86,Americano with Milk
30.86,Americano with Milk
35.76,Cocoa
35.76,Cocoa
30.86,Americano with Milk
35.76,Hot Chocolate
25.96,Americano
35.76,Cappuccino
35.76,Latte
35.76,Latte
35.76,Latte
35.76,Hot Chocolate
30.86,Americano with Milk
30.86,Americano with Milk
25.96,Americano
25.96,Americano
25.96,Americano
30.86,Americano with Milk
25.96,Americano
35.76,Cappuccino
21.06,Espresso
30.86,Americano with Milk
35.76,Cappuccino
25.96,Americano
35.76,Cappuccino
25.96,Americano
30.86,Americano with Milk
35.76,Cocoa
25.96,Americano
35.76,Latte
30.86,Americano with Milk
35.76,Hot Chocolate
35.76,Cocoa
35.76,Hot Chocolate
25.96,Americano
25.96,Americano
35.76,Hot Chocolate
35.76,Latte
35.76,Latte
35.76,Cappuccino
30.86,Americano with Milk
25.96,Americano
35.76,Latte
35.76,Latte
30.86,Americano with Milk
25.96,Americano
35.76,Cappuccino
35.76,Latte
25.96,Americano
25.96,Americano
25.96,Americano
35.76,Hot Chocolate
35.76,Cocoa
35.76,Hot Chocolate
35.76,Cappuccino
30.86,Americano with Milk
35.76,Latte
35.76,Cocoa
35.76,Cocoa
30.86,Americano with Milk
35.76,Cappuccino
25.96,Americano
25.96,Americano
25.96,Americano
35.76,Hot Chocolate
35.76,Latte
35.76,Latte
35.76,Cappuccino
35.76,Latte
35.76,Latte
25.96,Americano
35.76,Cocoa
25.96,Americano
35.76,Cappuccino
25.96,Americano
35.76,Cappuccino
30.86,Americano with Milk
30.86,Americano with Milk
35.76,Latte
21.06,Espresso
25.96,Americano
30.86,Americano with Milk
25.96,Americano
35.76,Latte
30.86,Americano with Milk
25.96,Americano
35.76,Cappuccino
25.96,Americano
30.86,Americano with Milk
25.96,Americano
35.76,Latte
21.06,Espresso
25.96,Americano
25.96,Americano
35.76,Latte
35.76,Cappuccino
25.96,Americano
35.76,Latte
35.76,Latte
35.76,Latte
25.96,Americano
35.76,Cocoa
35.76,Cocoa
35.76,Cocoa
25.96,Americano
25.96,Americano
35.76,Latte
35.76,Latte
25.96,Americano
25.96,Americano
30.86,Americano with Milk
35.76,Cappuccino
25.96,Americano
35.76,Cappuccino
30.86,Americano with Milk
30.86,Americano with Milk
35.76,Cappuccino
35.76,Cappuccino
30.86,Americano with Milk
35.76,Latte
35.76,Hot Chocolate
25.96,Americano
25.96,Americano
25.96,Americano
25.96,Americano
30.86,Americano with Milk
25.96,Americano
25.96,Americano
35.76,Cocoa
35.76,Cocoa
35.76,Latte
35.76,Cappuccino
35.76,Latte
35.76,Latte
25.96,Americano
30.86,Americano with Milk
35.76,Latte
35.76,Latte
25.96,Americano
35.76,Hot Chocolate
35.76,Hot Chocolate
30.86,Americano with Milk
25.96,Americano
30.86,Americano with Milk
25.96,Americano
35.76,Latte
21.06,Espresso
35.76,Cocoa
35.76,Cocoa
35.76,Cocoa
35.76,Cocoa
35.76,Latte
25.96,Americano
25.96,Americano
35.76,Cappuccino
25.96,Americano
35.76,Hot Chocolate
25.96,Americano
25.96,Americano
35.76,Latte
35.76,Latte
35.76,Latte
25.96,Americano
35.76,Cappuccino
35.76,Cappuccino
25.96,Americano
25.96,Americano
35.76,Cocoa
30.86,Americano with Milk
30.86,Americano with Milk
25.96,Cortado
21.06,Espresso
21.06,Espresso
30.86,Americano with Milk
30.86,Americano with Milk
30.86,Americano with Milk
25.96,Americano
25.96,Americano
25.96,Americano
25.96,Americano
25.96,Americano
21.06,Espresso
25.96,Cortado
35.76,Cappuccino
35.76,Cappuccino
25.96,Americano
25.96,Americano
35.76,Cappuccino
25.96,Americano
35.76,Hot Chocolate
35.76,Cocoa
35.76,Cappuccino
35.76,Latte
30.86,Americano with Milk
30.86,Americano with Milk
25.96,Americano
25.96,Americano
25.96,Americano
35.76,Cappuccino
25.96,Americano
35.76,Latte
25.96,Americano
35.76,Latte
35.76,Cappuccino
35.76,Cappuccino
25.96,Americano
35.76,Latte
35.76,Cappuccino
35.76,Hot Chocolate
35.76,Latte
35.76,Latte
35.76,Latte
25.96,Americano
30.86,Americano with Milk
30.86,Americano with Milk
35.76,Hot Chocolate
35.76,Cocoa
30.86,Americano with Milk
25.96,Americano
25.96,Americano
30.86,Americano with Milk
21.06,Espresso
35.76,Latte
30.86,Americano with Milk
30.86,Americano with Milk
35.76,Latte
35.76,Cappuccino
35.76,Cocoa
35.76,Cocoa
25.96,Americano
35.76,Latte
